no,username,handle,created_date,tweet_text,likes
1,TheCommonSense,@CommonSenceUK,2024-03-25T19:50:00.000Z,You won't see those pair of c*nts Rishi or Kier doing this..#farmersprotest,17.0
2,SHIKHA,@Shikha__Rawat,2024-04-17T07:02:38.000Z,#FarmersProtest farmers disrupt rail traffic at #Shambhu border for release of three arrested farmers,32.0
3,ਅਦਨਾਨ ਅਲੀ ਖਾਨ ( عدنان علی خان ),@AdnanAliKhan555,2024-04-19T17:45:41.000Z,Inspired by #farmersprotest and the way #punjab Sikhs demonstrated principles of sikhi maryada TN party fields seven Tamil Sikhs in LS polls @x #justsaying @SherEPunjab600,10.0
4,#SaveSoil #ಮಣ್ಣುಉಳಿಸಿ (मोदी का परिवार),@ShivSeeker,2024-04-19T08:12:54.000Z,FARMLAND TO BE USED FOR SOLAR PANELLING Agenda 2030 writ large #wef #Farming #FarmersProtest #energy #government,30.0
5,IndiaToday,@IndiaToday,2024-04-21T16:07:42.000Z,Farmer protest at Shambhu: 73 trains cancelled on Ambala-Amritsar route #FarmersProtest,12.0
6,Gabriele M.,@Gabriele_M24,2024-04-19T08:12:54.000Z,FARMLAND TO BE USED FOR SOLAR PANELLING Agenda 2030 writ large #wef #Farming #FarmersProtest #energy #government,30.0
7,PREM,@MGv6C8sHBwJsLSU,2024-03-29T14:32:48.000Z,Exploring Impasse and Perspectives Amidst the Farmer-Government Standoff. https://reflections.live/articles/5572/stalemate-unbroken-analysis-of-the-governments-msp-offer-and-farmer-resistance-in-indias-ongoing-protests-article-by-klaimed-bruises-14841-luc5yx9v.html… #analysis #government #msp #farmersprotest #opinion #peoplesreflecions,
8,Matthew Steeples,@M_Steeples,2024-03-26T06:08:04.000Z,Farmers deserve ALL our support - whether we are Remainers like me or Brexiteers. They are the guardians of our countryside and the supplier of our food. They were better off when we were in Europe and they'd be better off if we rejoined. It's as simple as that. #FarmersProtest,50.0
9,C~M,@Chetan0588,2024-04-23T03:29:39.000Z,People say why #FarmersProtest #NoVoteToBJP #NoVoteForBJP,
10,Aftab Siddique,@alm144,2024-04-09T02:35:28.000Z,"Farmer Kaka Singh, from Tohana, HR attained martyrdom at Khanauri border after his health deteriorated, due to tear gas shelling earlier. Human cost of #FarmersProtest increased to 11. Modi Govt crony policies and torture taking farmers lives everyday. #FarmersProtest2024",18.0
11,City Aajkal,@City_Aajkal,2024-04-20T16:04:52.000Z,Spl only for u #FarmersProtest It's Indian Citizens,
12,A.,@lovebrampton,2024-04-03T06:42:59.000Z,"Since when have the Western Countries become so stupid? It's really unbelievable with all that's going on, started with #covide19 #lockdowns #mRNAcovidvaccine #safeandeffective #FarmersProtest #NetZero #co2scam #ClimateEmergency #ClimateScam Have I missed any?",
13,Urszula,@FifiDeLyonBliss,2024-03-25T23:50:18.000Z,welcome to the Brexit #FarmersProtest,12.0
14,Awaken The Lion's Roar,@AwakenRoar23,2024-04-10T08:06:01.000Z,Farmer Protest | farmers protest india 2024 | farmer protest | Live on YouTube:- http://youtu.be/9p6X9H5LeIM #farmerprotest #farmerprotests #farmersprotest #farmersprotestlive #farmersprotestnews #farmersprotestindia2024 #mrclassifer #classifer,
15,DeeP,@DeePra6,2024-04-19T08:12:54.000Z,FARMLAND TO BE USED FOR SOLAR PANELLING Agenda 2030 writ large #wef #Farming #FarmersProtest #energy #government,30.0
16,"Mark $MON NYAN $BLOCK, $PARAM $BUBBLE",@MarkAnaga,2024-03-27T12:37:11.000Z,$BUBBLE @imaginary_ones $EVERY $BLOCK $PARAM $FARMING #FarmersProtest #Farm all,1.0
17,atlanticprojectcargo,@AEPC_team,2024-03-25T16:52:05.000Z,Meanwhile in Ireland Irish farmers hold a 2 hour protest? #NoFarmersNoFood @Tavish_99 @IFAmedia @farmersjournal @JimFergusonUK @kenkin100 #FarmersProtest,14.0
18,SnowMan From the Valley of Snow™¶,@Khalid_R_Khan,2024-04-19T17:45:41.000Z,Inspired by #farmersprotest and the way #punjab Sikhs demonstrated principles of sikhi maryada TN party fields seven Tamil Sikhs in LS polls @x #justsaying @SherEPunjab600,10.0
19,NewsDrum,@thenewsdrum,2024-04-17T14:19:39.000Z,#FarmersProtest Poll Now,
20,@Ram_Mohd_Singh_Azad,@Ram_Mohd_Singh_Azad,2024-04-19T17:45:41.000Z,Inspired by #farmersprotest and the way #punjab Sikhs demonstrated principles of sikhi maryada TN party fields seven Tamil Sikhs in LS polls @x #justsaying @SherEPunjab600,10.0
21,Hind Warrior (Modi Ka Parivar),@agghori,2024-03-26T06:08:04.000Z,Farmers deserve ALL our support - whether we are Remainers like me or Brexiteers. They are the guardians of our countryside and the supplier of our food. They were better off when we were in Europe and they'd be better off if we rejoined. It's as simple as that. #FarmersProtest,50.0
22,Neel Kamal,@NeelkamalTOI,2024-04-18T08:31:50.000Z,"#FarmersProtest continuing to cause heartburn among candidates belonging to BJP, JJP and now even AAP welcomed in Punjab. #NoVoteForBJP #ShameOnBJP",16.0
23,ਹਰਵਿੰਦਰ ਕੌਰ/Harvinder Kaur,@Harvind06739900,2024-03-29T14:32:48.000Z,Exploring Impasse and Perspectives Amidst the Farmer-Government Standoff. https://reflections.live/articles/5572/stalemate-unbroken-analysis-of-the-governments-msp-offer-and-farmer-resistance-in-indias-ongoing-protests-article-by-klaimed-bruises-14841-luc5yx9v.html… #analysis #government #msp #farmersprotest #opinion #peoplesreflecions,
24,Degenwaju,@degenwaju,2024-03-28T19:22:48.000Z,French farmers have returned to the streets! Farmers block the Carrefour logistics platform in Nime. #FarmersProtest demonstrate against the Green Agreement in the EU.,26.0
25,netzfrauen,@netzfrauen,2024-04-02T16:36:23.000Z,"The Collectavists are trying to destroy liberal democracys around the world to create a one world top down government. All farmers,buisness owners and cytizens should sef costody #Bitcoin NOW. #Hardmoney #FarmersProtest #Freedom #Resist",
26,swanaamdhanya ❁,@Swanaamdhaanya,2024-04-09T02:35:28.000Z,"Farmer Kaka Singh, from Tohana, HR attained martyrdom at Khanauri border after his health deteriorated, due to tear gas shelling earlier. Human cost of #FarmersProtest increased to 11. Modi Govt crony policies and torture taking farmers lives everyday. #FarmersProtest2024",18.0
27,Kapti Mishra (सीएम का दावेदार),@Dictat0r2024,2024-04-18T08:31:50.000Z,"#FarmersProtest continuing to cause heartburn among candidates belonging to BJP, JJP and now even AAP welcomed in Punjab. #NoVoteForBJP #ShameOnBJP",16.0
28,Ajay S,@Harry3275,2024-04-14T17:21:51.000Z,"""EUTopia or EUtopia? European farmers unite against policies that threaten their livelihood. Remember, without our farmers, we'd all be in a pickle - and not the delicious kind! #FarmersProtest",
29,World News,@ferozwala,2024-03-26T18:47:08.000Z,Water cannon versus slurry cannon at #Bruxelles. A tense situation near the European Commission where hundreds of tractors are demonstrating as a Council of European Agriculture Ministers takes place today. #AgriculteursEnColère #Agriculteurs #FarmersProtest @AnonymeCitoyen,4.0
30,Top Indian News,@topindiannews_,2024-04-20T16:04:52.000Z,Spl only for u #FarmersProtest It's Indian Citizens,
31,"Tejveer Singh, ਤੇਜਵੀਰ ਸਿੰਘ",@Tveer_13,2024-04-20T16:04:52.000Z,Spl only for u #FarmersProtest It's Indian Citizens,
32,BE HONEST,@chunnu3303,2024-04-04T07:57:06.000Z,"#Ukraine #Poland #UkraineWar #ProtestRolników #FarmersProtest Polish farmers continue to block 3 checkpoints, with more than 1,400 lorries in queues https://pravda.com.ua/eng/news/2024/04/4/7449624/…",
33,Mirror Now,@MirrorNow,2024-04-17T14:19:39.000Z,#FarmersProtest Poll Now,
34,NeverNUThat,@Never_NU_That,2024-03-25T23:50:18.000Z,welcome to the Brexit #FarmersProtest,12.0
35,TheCommonSense,@CommonSenceUK,2024-03-25T19:55:17.000Z,Farmers Protest outside parliament in London #farmersprotest,5.0
36,Geek Hut,@geekhutblog,2024-03-27T19:06:23.000Z,Save Grow Dat Youth Farm @FarmtoSchool #NOLATwitter Join the movement https://actionnetwork.org/petitions/tell-city-park-save-grow-dat… #FarmersProtest #FarmersProtest2024 #farmerprotests2024 #Farmers,
37,A.,@lovebrampton,2024-04-02T00:36:58.000Z,@dhruv_rathee keep it up!! #Election2024 @AAPDelhi @CongressInNews #FarmersProtest #EVM_हटाओ_लोकतंत्र_बचाओ @ravishndtv Wake up people!! Vote to change,
38,Ashøk FøzZdãr Sîñsîñî,@ASHOKFozZdar,2024-03-27T20:20:00.000Z,Farmers on tractors block Brussels to protest against EU policies Follow: https://head-post.com/farmers-on-tractors-block-brussels-to-protest-against-eu-policies/… #BreakingNews #PoliticsLive #PoliticsNews #PoliticsToday #Europe #europenews #EuropeanUnion #Belgium #Brussels #FarmersProtest2024 #FarmersProtest #FarmerProtest2024 #Farmers,
39,SophiaGeorge,@SophiaGeorgeNew,2024-04-19T06:44:23.000Z,Too much philanthrophy? like #TooMuchDemocracy ? mebbe...?? #justSaying #farmersProtest #KisanAndolan,
40,Meet G Studio Raqba,@MeetGTvRaqba,2024-04-12T12:41:07.000Z,#FrenchFarmers protest in #Valence #AuvergneRhôneAlpes #France #AgriculteursFrançais #Francais #AgriculteursEnColère #Agriculteurs #FrançaisAgriculteurs #FarmersProtest #Agriculteur,3.0
41,Adv. Avtaar S Turka / अवतार तुरका,@AvtaarTurka,2024-04-05T15:05:46.000Z,"When PROTESTS become CRIME, #Democracy is in danger #Ladakh #Farmersprotest #TribalsOfHasdeo #ManipurViolence The grim reality of India is lack of spine & minority hatred which has affected the moral compass of India's consciousness",
42,Deepika Sinha,@Deepikasana,2024-04-13T06:53:42.000Z,Must watch documentary for #Indian citizens. A well managed and impactful protest that compelled the government to concede to public demands. Protected the essence of our #Democracy. #FarmersProtest,1.0
43,Elizabeth Kuiper,@kuiper_em,2024-03-26T13:13:12.000Z,"#FarmersProtest New protests in #Belgium Farmers have arrived in #Brussels, where the EU agriculture ministers' meeting is taking place. Join 'Voice of Europe' on Telegram http://t.me/theVoiceOfEurope…",14.0
44,FalanaDhiikana,@FalanaDhiikana_,2024-04-15T09:07:41.000Z,Are we really able to feed 80 billion farm animals but not 8 billion humans? Humans consume 80 billion animals each year.. 70% of global farming is done to feed these animals. Remaining 30% to feed 8 billion humans #FarmersProtest @GoVeganWorld @Suzymarxist @JohnOberg,3.0
45,Erin,@freedom4alltime,2024-04-11T05:21:41.000Z,It's time to stand by our farmers!! We owe to our land and our people... #Masle #ਮਸਲੇ #FarmersProtest @birsinghmusic,104.0
46,IndiaToday,@IndiaToday,2024-04-23T15:10:41.000Z,"Around 200 farmers from Tamil Nadu have come to #JantarMantar to protest against the central government. The protestors came with Skulls, and bones of those farmers who had committed suicide in past years. #ModiHateSpeech #Elections2024 #FarmersProtest @FarmStudioz #Delhi",14.0
47,Najish Khan,@NajishKhann,2024-04-11T01:55:18.000Z,"Bravo more power to you!! @mandeeppunia1 for your constant courageous efforts in support #FarmersProtest HumanRights, freedom of press and #FreedomOfSpeech Keep Rocking!! #FarmerProtest2024",7.0
48,Prabhjot Singh Sandhu,@PrabjotSandhu77,2024-04-15T09:07:41.000Z,Are we really able to feed 80 billion farm animals but not 8 billion humans? Humans consume 80 billion animals each year.. 70% of global farming is done to feed these animals. Remaining 30% to feed 8 billion humans #FarmersProtest @GoVeganWorld @Suzymarxist @JohnOberg,3.0
49,Najish Khan,@NajishKhann,2024-04-17T16:59:12.000Z,Poll Now #FarmersProtest,
50,ਅਮਨਦੀਪ ਕੌਰ,@AmanKaur_45,2024-04-01T12:40:02.000Z,SC refuses to stay HC order directing judicial inquiry into farmer's death during protest #FarmersProtest #SupremeCourt #ShubhkaranSingh #Punjab #Haryana #Shambhu,
51,Frankie Rose,@Taffouna25,2024-03-25T19:50:00.000Z,You won't see those pair of c*nts Rishi or Kier doing this..#farmersprotest,17.0
52,BOOMSQUAD#589,@BOOMSQUADHNS,2024-04-16T07:51:55.000Z,"#ModiLies 's Interview with ANI was #Scripted and mockery of people's core issues. No queries on #inflation ,#Unemployment , #women 's safety, #FarmersProtest , laborers, education, or #ManipurViolence . #NoVoteToModi #FastestPhone #ModiInterview",
53,jethendra,@jethendra_10,2024-03-27T12:37:11.000Z,$BUBBLE @imaginary_ones $EVERY $BLOCK $PARAM $FARMING #FarmersProtest #Farm all,1.0
54,Mohit Gahlot (ਮੋਹਿਤ ਗਹਿਲੋਤ),@_MohitGahlot_,2024-04-10T08:06:01.000Z,Farmer Protest | farmers protest india 2024 | farmer protest | Live on YouTube:- http://youtu.be/9p6X9H5LeIM #farmerprotest #farmerprotests #farmersprotest #farmersprotestlive #farmersprotestnews #farmersprotestindia2024 #mrclassifer #classifer,
55,Voice of Europe,@V_of_Europe,2024-03-27T07:17:46.000Z,"In Pictures: Angry farmers block Brussels to protest EU policies, cheap Ukraine imports - EU ministers hope to calm anger over foreign imports, red tape and strict environmental standards. #FarmersProtest #FarmerProtest2024 AP",12.0
56,The European Conservative,@EuroConOfficial,2024-03-26T18:46:59.000Z,Due to Causeless #farmers protest Do you think The govt should do farming itself and supply the grains itself only ? #FarmersProtest #FarmersProtest2024,1.0
57,Genius Bot X,@GeniusBotX,2024-03-25T19:55:17.000Z,Farmers Protest outside parliament in London #farmersprotest,5.0
58,Siraj Noorani,@sirajnoorani,2024-04-19T08:12:54.000Z,FARMLAND TO BE USED FOR SOLAR PANELLING Agenda 2030 writ large #wef #Farming #FarmersProtest #energy #government,30.0
59,Pradeep Nain,@ParNain9,2024-04-06T06:42:58.000Z,Why not an FIR on those who blocked the road Hmm RIP #Punjab #Farmersprotest #LokSabhaElections2024,
60,Gabriele M.,@Gabriele_M24,2024-04-12T12:41:07.000Z,#FrenchFarmers protest in #Valence #AuvergneRhôneAlpes #France #AgriculteursFrançais #Francais #AgriculteursEnColère #Agriculteurs #FrançaisAgriculteurs #FarmersProtest #Agriculteur,3.0
61,Business Standard,@bsindia,2024-04-11T05:21:41.000Z,It's time to stand by our farmers!! We owe to our land and our people... #Masle #ਮਸਲੇ #FarmersProtest @birsinghmusic,104.0
62,The Federal,@TheFederal_News,2024-04-21T16:07:42.000Z,Farmer protest at Shambhu: 73 trains cancelled on Ambala-Amritsar route #FarmersProtest,12.0
63,Prime9News,@prime9news,2024-04-06T06:42:58.000Z,Why not an FIR on those who blocked the road Hmm RIP #Punjab #Farmersprotest #LokSabhaElections2024,
64,Covid Vaccines were NEVER SAFE,@duzBme,2024-03-25T16:52:05.000Z,Meanwhile in Ireland Irish farmers hold a 2 hour protest? #NoFarmersNoFood @Tavish_99 @IFAmedia @farmersjournal @JimFergusonUK @kenkin100 #FarmersProtest,14.0
65,0xAuthority $PARAM $BUBBLE,@0X_authority,2024-04-05T20:52:54.000Z,Remember the tamasha that @KanganaTeam created on #KaranJohar show? Or the needless controversy she created with @diljitdosanjh over #FarmersProtest? You think that was an accident?! It was strategy! Pahle se soch ke nikli thi dono behne ki Chalo Chalo Panga karte hain!!,2.0
66,A.,@lovebrampton,2024-04-02T01:16:38.000Z,@nitishrajpute @dhruv_rathee few youth icon who present reality with facts Keep up the good work #Election2024 @AAPDelhi @CongressInNews #FarmersProtest #EVM_हटाओ_लोकतंत्र_बचाओ @ravishndtv Wake up people!! Vote to change,
67,Celeb_FC,@Celeb_FC,2024-03-25T19:50:00.000Z,You won't see those pair of c*nts Rishi or Kier doing this..#farmersprotest,17.0
68,𝕂𝕒𝕝𝕖𝕤𝕙𝕚 𝔹𝕦𝕒,@KaleshiBua,2024-04-05T20:52:54.000Z,Remember the tamasha that @KanganaTeam created on #KaranJohar show? Or the needless controversy she created with @diljitdosanjh over #FarmersProtest? You think that was an accident?! It was strategy! Pahle se soch ke nikli thi dono behne ki Chalo Chalo Panga karte hain!!,2.0
69,NDTV Profit,@NDTVProfitIndia,2024-04-02T16:36:23.000Z,"The Collectavists are trying to destroy liberal democracys around the world to create a one world top down government. All farmers,buisness owners and cytizens should sef costody #Bitcoin NOW. #Hardmoney #FarmersProtest #Freedom #Resist",
70,Yuvraj,@yuvraj2511,2024-03-29T14:32:48.000Z,Exploring Impasse and Perspectives Amidst the Farmer-Government Standoff. https://reflections.live/articles/5572/stalemate-unbroken-analysis-of-the-governments-msp-offer-and-farmer-resistance-in-indias-ongoing-protests-article-by-klaimed-bruises-14841-luc5yx9v.html… #analysis #government #msp #farmersprotest #opinion #peoplesreflecions,
71,jethendra,@jethendra_10,2024-03-27T11:54:53.000Z,"New report outlining the good progress made so far under the EU's long-term rural vision, highlighting positive outcomes delivered since 2021 and presenting ideas for future work. It presents 30 actions across a range of policy areas https://ec.europa.eu/commission/presscorner/detail/en/ip_24_1727/smo… #FarmersProtest",
72,Shubhdeep Sidhu,@ShubhdeepS86319,2024-04-14T17:21:51.000Z,"""EUTopia or EUtopia? European farmers unite against policies that threaten their livelihood. Remember, without our farmers, we'd all be in a pickle - and not the delicious kind! #FarmersProtest",
73,Louis Errington,@Iouiserrington,2024-03-26T13:13:12.000Z,"#FarmersProtest New protests in #Belgium Farmers have arrived in #Brussels, where the EU agriculture ministers' meeting is taking place. Join 'Voice of Europe' on Telegram http://t.me/theVoiceOfEurope…",14.0
74,Aamir Khan,@MrNematullah,2024-03-29T14:32:48.000Z,Exploring Impasse and Perspectives Amidst the Farmer-Government Standoff. https://reflections.live/articles/5572/stalemate-unbroken-analysis-of-the-governments-msp-offer-and-farmer-resistance-in-indias-ongoing-protests-article-by-klaimed-bruises-14841-luc5yx9v.html… #analysis #government #msp #farmersprotest #opinion #peoplesreflecions,
75,Dr Amandeep Dholewal,@DrAmanDholewal,2024-03-31T09:38:17.000Z,Is punjab govt working hand in glove with BJP? @BhagwantMann govt has notified pvt godowns & silos of corporates like Adani as Mandi's purchase centers in 9 districts of Punjab. This is one of the 3 laws that led to #FarmersProtest in 2020.Punjab govt is facilitating corporates.,39.0
76,Mohit Gahlot (ਮੋਹਿਤ ਗਹਿਲੋਤ),@_MohitGahlot_,2024-04-20T16:04:52.000Z,Spl only for u #FarmersProtest It's Indian Citizens,
77,Sairam,@sairampersonal,2024-04-02T05:45:45.000Z,Raya Das and Ranjana Roy argue that the MSP procurement system has regional and crop bias. #MSP #FarmerProtest2024 #India #swaminathanformula #Punjab #WestBengal #FarmersProtest @leo_mukherjee @Raya_amica @thisisranjana,
78,Ramandeep Singh Mann,@ramanmann1974,2024-04-18T08:31:50.000Z,"#FarmersProtest continuing to cause heartburn among candidates belonging to BJP, JJP and now even AAP welcomed in Punjab. #NoVoteForBJP #ShameOnBJP",16.0
79,Bar and Bench,@barandbench,2024-04-01T12:40:02.000Z,SC refuses to stay HC order directing judicial inquiry into farmer's death during protest #FarmersProtest #SupremeCourt #ShubhkaranSingh #Punjab #Haryana #Shambhu,
80,Harpreet Singh Turka,@Happyturka5,2024-04-11T16:25:14.000Z,#FrenchFarmers protest in #Clairac #NouvelleAquitaine #France #AgriculteursFrançais #Francais #AgriculteursEnColère #Agriculteurs #FrançaisAgriculteurs #FarmersProtest #Agriculteur,2.0
81,AA( Modi Ka Pariwar),@TopSecretAA,2024-04-06T06:42:58.000Z,Why not an FIR on those who blocked the road Hmm RIP #Punjab #Farmersprotest #LokSabhaElections2024,
82,News Zapper,@NewsZapper,2024-04-04T07:57:06.000Z,"#Ukraine #Poland #UkraineWar #ProtestRolników #FarmersProtest Polish farmers continue to block 3 checkpoints, with more than 1,400 lorries in queues https://pravda.com.ua/eng/news/2024/04/4/7449624/…",
83,Red Zee,@Ebiewon,2024-04-11T01:55:18.000Z,"Bravo more power to you!! @mandeeppunia1 for your constant courageous efforts in support #FarmersProtest HumanRights, freedom of press and #FreedomOfSpeech Keep Rocking!! #FarmerProtest2024",7.0
84,Ravi rock,@Ravirock_07,2024-04-13T06:53:42.000Z,Must watch documentary for #Indian citizens. A well managed and impactful protest that compelled the government to concede to public demands. Protected the essence of our #Democracy. #FarmersProtest,1.0
85,NEWS DHAMAKA,@dhamaka_news_,2024-03-30T03:55:07.000Z,"#India #Poverty #Inequality #Agriculture #FarmerProtest #FarmersProtest MSP Guarantee Law Corrupt politician working for Adani, cronies, lobbyist, GMO firms, Bill Gates, share brokers, cricket betting mafia, defence import pimps, Hindi serial prostitutes",2.0
86,Vichar Swadeshi,@Sv4599,2024-04-17T14:19:39.000Z,#FarmersProtest Poll Now,
87,NewsDrum,@thenewsdrum,2024-04-01T12:40:02.000Z,SC refuses to stay HC order directing judicial inquiry into farmer's death during protest #FarmersProtest #SupremeCourt #ShubhkaranSingh #Punjab #Haryana #Shambhu,
88,Pamela,@Monsen_P,2024-04-14T17:21:51.000Z,"""EUTopia or EUtopia? European farmers unite against policies that threaten their livelihood. Remember, without our farmers, we'd all be in a pickle - and not the delicious kind! #FarmersProtest",
89,Remix News & Views,@RMXnews,2024-03-26T18:46:59.000Z,Due to Causeless #farmers protest Do you think The govt should do farming itself and supply the grains itself only ? #FarmersProtest #FarmersProtest2024,1.0
90,Robert Tyler,@RGTyler,2024-03-26T13:13:12.000Z,"#FarmersProtest New protests in #Belgium Farmers have arrived in #Brussels, where the EU agriculture ministers' meeting is taking place. Join 'Voice of Europe' on Telegram http://t.me/theVoiceOfEurope…",14.0
91,C.G.H,@stoogieda,2024-03-27T07:17:46.000Z,"In Pictures: Angry farmers block Brussels to protest EU policies, cheap Ukraine imports - EU ministers hope to calm anger over foreign imports, red tape and strict environmental standards. #FarmersProtest #FarmerProtest2024 AP",12.0
92,Bar and Bench,@barandbench,2024-04-01T06:30:59.000Z,Supreme Court hearing plea by Haryana government against HC order for judicial probe into death of 22-year-old youth during ongoing farmers agitation. #SupremeCourtOfIndia #SupremeCourt #FarmersProtest,43.0
93,Tibo91,@Tibortibor15,2024-03-28T19:22:48.000Z,French farmers have returned to the streets! Farmers block the Carrefour logistics platform in Nime. #FarmersProtest demonstrate against the Green Agreement in the EU.,26.0
94,The Workers Rights,@theworkersright,2024-03-27T11:54:53.000Z,"New report outlining the good progress made so far under the EU's long-term rural vision, highlighting positive outcomes delivered since 2021 and presenting ideas for future work. It presents 30 actions across a range of policy areas https://ec.europa.eu/commission/presscorner/detail/en/ip_24_1727/smo… #FarmersProtest",
95,@PalasAtenea,@PalasAtenea,2024-04-01T06:30:59.000Z,Supreme Court hearing plea by Haryana government against HC order for judicial probe into death of 22-year-old youth during ongoing farmers agitation. #SupremeCourtOfIndia #SupremeCourt #FarmersProtest,43.0
96,Pamela,@Monsen_P,2024-04-15T09:07:41.000Z,Are we really able to feed 80 billion farm animals but not 8 billion humans? Humans consume 80 billion animals each year.. 70% of global farming is done to feed these animals. Remaining 30% to feed 8 billion humans #FarmersProtest @GoVeganWorld @Suzymarxist @JohnOberg,3.0
97,Voice of Europe,@V_of_Europe,2024-03-26T13:13:12.000Z,"#FarmersProtest New protests in #Belgium Farmers have arrived in #Brussels, where the EU agriculture ministers' meeting is taking place. Join 'Voice of Europe' on Telegram http://t.me/theVoiceOfEurope…",14.0
98,JP ( मोदीजी का परिवार ),@JPulasaria,2024-04-09T02:35:28.000Z,"Farmer Kaka Singh, from Tohana, HR attained martyrdom at Khanauri border after his health deteriorated, due to tear gas shelling earlier. Human cost of #FarmersProtest increased to 11. Modi Govt crony policies and torture taking farmers lives everyday. #FarmersProtest2024",18.0
99,easac,@EASACnews,2024-03-25T16:52:05.000Z,Meanwhile in Ireland Irish farmers hold a 2 hour protest? #NoFarmersNoFood @Tavish_99 @IFAmedia @farmersjournal @JimFergusonUK @kenkin100 #FarmersProtest,14.0
100,ਹਰਵਿੰਦਰ ਕੌਰ/Harvinder Kaur,@Harvind06739900,2024-04-15T09:07:41.000Z,Are we really able to feed 80 billion farm animals but not 8 billion humans? Humans consume 80 billion animals each year.. 70% of global farming is done to feed these animals. Remaining 30% to feed 8 billion humans #FarmersProtest @GoVeganWorld @Suzymarxist @JohnOberg,3.0
101,Villager Singh,@Villagers_Singh,2024-04-03T06:42:59.000Z,"Since when have the Western Countries become so stupid? It's really unbelievable with all that's going on, started with #covide19 #lockdowns #mRNAcovidvaccine #safeandeffective #FarmersProtest #NetZero #co2scam #ClimateEmergency #ClimateScam Have I missed any?",
102,T R U T H P O L E,@Truthpolex,2024-03-27T20:20:00.000Z,Farmers on tractors block Brussels to protest against EU policies Follow: https://head-post.com/farmers-on-tractors-block-brussels-to-protest-against-eu-policies/… #BreakingNews #PoliticsLive #PoliticsNews #PoliticsToday #Europe #europenews #EuropeanUnion #Belgium #Brussels #FarmersProtest2024 #FarmersProtest #FarmerProtest2024 #Farmers,
103,Viory Video,@vioryvideo,2024-04-09T02:35:28.000Z,"Farmer Kaka Singh, from Tohana, HR attained martyrdom at Khanauri border after his health deteriorated, due to tear gas shelling earlier. Human cost of #FarmersProtest increased to 11. Modi Govt crony policies and torture taking farmers lives everyday. #FarmersProtest2024",18.0
104,World News,@ferozwala,2024-04-19T08:12:54.000Z,FARMLAND TO BE USED FOR SOLAR PANELLING Agenda 2030 writ large #wef #Farming #FarmersProtest #energy #government,30.0
105,Sanjiv Ranjan Jha,@SanjivRanjanJh1,2024-04-13T06:53:42.000Z,Must watch documentary for #Indian citizens. A well managed and impactful protest that compelled the government to concede to public demands. Protected the essence of our #Democracy. #FarmersProtest,1.0
106,Celeb_FC,@Celeb_FC,2024-03-25T19:55:17.000Z,Farmers Protest outside parliament in London #farmersprotest,5.0
107,Madhan,@TMADHAN_INC,2024-04-14T17:21:51.000Z,"""EUTopia or EUtopia? European farmers unite against policies that threaten their livelihood. Remember, without our farmers, we'd all be in a pickle - and not the delicious kind! #FarmersProtest",
108,The Current,@TheCurrentPK,2024-04-07T14:09:58.000Z,#farmersprotest let's hear it from the #farmers itself #India #Punjab #... https://youtu.be/NSfhSg543eM?si=b5Swcr3FmrEgcWjr… via @YouTube,
109,Arjun_TDP,@ARJUN_TDP_PDTR,2024-04-16T07:51:55.000Z,"#ModiLies 's Interview with ANI was #Scripted and mockery of people's core issues. No queries on #inflation ,#Unemployment , #women 's safety, #FarmersProtest , laborers, education, or #ManipurViolence . #NoVoteToModi #FastestPhone #ModiInterview",
110,TerryPender,@TerryPender,2024-03-27T11:54:53.000Z,"New report outlining the good progress made so far under the EU's long-term rural vision, highlighting positive outcomes delivered since 2021 and presenting ideas for future work. It presents 30 actions across a range of policy areas https://ec.europa.eu/commission/presscorner/detail/en/ip_24_1727/smo… #FarmersProtest",
111,Gabriele M.,@Gabriele_M24,2024-03-26T18:46:59.000Z,Due to Causeless #farmers protest Do you think The govt should do farming itself and supply the grains itself only ? #FarmersProtest #FarmersProtest2024,1.0
112,A.,@lovebrampton,2024-04-02T05:45:45.000Z,Raya Das and Ranjana Roy argue that the MSP procurement system has regional and crop bias. #MSP #FarmerProtest2024 #India #swaminathanformula #Punjab #WestBengal #FarmersProtest @leo_mukherjee @Raya_amica @thisisranjana,
113,"Tejveer Singh, ਤੇਜਵੀਰ ਸਿੰਘ",@Tveer_13,2024-04-11T05:21:41.000Z,It's time to stand by our farmers!! We owe to our land and our people... #Masle #ਮਸਲੇ #FarmersProtest @birsinghmusic,104.0
114,𝕾𝖒𝖊𝖘𝖙𝖆𝖗𝖅,@SmestarZ,2024-04-04T07:57:06.000Z,"#Ukraine #Poland #UkraineWar #ProtestRolników #FarmersProtest Polish farmers continue to block 3 checkpoints, with more than 1,400 lorries in queues https://pravda.com.ua/eng/news/2024/04/4/7449624/…",
115,European Union club,@TheEuropeanUC,2024-03-27T07:17:46.000Z,"In Pictures: Angry farmers block Brussels to protest EU policies, cheap Ukraine imports - EU ministers hope to calm anger over foreign imports, red tape and strict environmental standards. #FarmersProtest #FarmerProtest2024 AP",12.0
116,European Union club,@TheEuropeanUC,2024-04-13T06:53:42.000Z,Must watch documentary for #Indian citizens. A well managed and impactful protest that compelled the government to concede to public demands. Protected the essence of our #Democracy. #FarmersProtest,1.0
